STRUCTURE_NAME,Sex_M/F,Health_Status,Health status,Year,Value
Health status,F,F,"Fair (not good, not bad) health",2019,12.2
Health status,F,F,"Fair (not good, not bad) health",2018,12.2
Health status,F,F,"Fair (not good, not bad) health",2017,12.7
Health status,F,F,"Fair (not good, not bad) health",2016,13.3
Health status,F,F,"Fair (not good, not bad) health",2015,14.3
Health status,F,F,"Fair (not good, not bad) health",2014,13.7
Health status,M,G,Good/very good health,2023,80
Health status,M,G,Good/very good health,2022,80.8
Health status,M,G,Good/very good health,2021,81.5
Health status,M,G,Good/very good health,2020,85
Health status,M,G,Good/very good health,2019,84.2
Health status,M,G,Good/very good health,2018,83.9
Health status,M,G,Good/very good health,2017,82.9
Health status,M,G,Good/very good health,2016,82.7
Health status,M,G,Good/very good health,2015,83.1
Health status,M,G,Good/very good health,2014,83.3
Health status,M,B,Bad/very bad health,2023,5
Health status,M,B,Bad/very bad health,2022,5.1
Health status,M,B,Bad/very bad health,2021,4.7
Health status,F,G,Good/very good health,2023,87.4
Health status,F,G,Good/very good health,2022,88.8
Health status,F,G,Good/very good health,2021,89.2
Health status,F,G,Good/very good health,2020,89
Health status,F,G,Good/very good health,2019,91.1
Health status,F,G,Good/very good health,2018,91.2
Health status,F,G,Good/very good health,2017,91.2
Health status,F,G,Good/very good health,2016,91.1
Health status,F,G,Good/very good health,2015,89.8
Health status,F,G,Good/very good health,2014,91.6
Health status,F,G,Good/very good health,2017,77
Health status,F,G,Good/very good health,2016,87.1
Health status,F,B,Bad/very bad health,2018,11.5
Health status,F,B,Bad/very bad health,2017,11.8
Health status,F,B,Bad/very bad health,2016,17.9
Health status,F,B,Bad/very bad health,2015,17.7
Health status,F,B,Bad/very bad health,2014,17.4
Health status,M,G,Good/very good health,2022,76.2
Health status,M,G,Good/very good health,2021,77.9
Health status,M,G,Good/very good health,2020,78.3
Health status,M,G,Good/very good health,2019,77.3
Health status,M,G,Good/very good health,2018,77.3
Health status,M,G,Good/very good health,2017,78.1
Health status,M,G,Good/very good health,2016,89.2
Health status,M,G,Good/very good health,2015,89.1
Health status,M,G,Good/very good health,2014,91.3
Health status,F,B,Bad/very bad health,2022,11.8
Health status,F,B,Bad/very bad health,2021,12
Health status,F,B,Bad/very bad health,2020,10.1
Health status,F,B,Bad/very bad health,2019,11.5
Health status,F,G,Good/very good health,2015,86.9
Health status,F,G,Good/very good health,2014,88.8
Health status,F,G,Good/very good health,2022,50.3
Health status,F,G,Good/very good health,2021,48.5
Health status,F,G,Good/very good health,2020,46.2
Health status,F,G,Good/very good health,2019,45.6
Health status,F,G,Good/very good health,2018,44.1
Health status,F,G,Good/very good health,2017,46.3
Health status,F,G,Good/very good health,2016,51.2
Health status,F,G,Good/very good health,2015,54.3
Health status,F,G,Good/very good health,2014,52.4
Health status,M,G,Good/very good health,2022,73.6
Health status,M,G,Good/very good health,2021,74.6
Health status,M,G,Good/very good health,2020,77.6
Health status,M,G,Good/very good health,2019,75.2
Health status,M,G,Good/very good health,2018,75.7
Health status,M,G,Good/very good health,2017,75.6
Health status,M,G,Good/very good health,2016,85.4
Health status,M,G,Good/very good health,2015,85.6
Health status,M,G,Good/very good health,2014,86.3
Health status,F,G,Good/very good health,2022,75.3
Health status,F,G,Good/very good health,2021,77.8
Health status,F,G,Good/very good health,2020,79
Health status,F,G,Good/very good health,2019,76.4
Health status,F,G,Good/very good health,2018,78.5
Health status,F,G,Good/very good health,2017,77.3
Health status,F,G,Good/very good health,2016,87.2
Health status,F,G,Good/very good health,2015,87.8
Health status,F,G,Good/very good health,2014,86.2
Health status,M,B,Bad/very bad health,2022,10.3
Health status,M,B,Bad/very bad health,2021,9.7
Health status,M,B,Bad/very bad health,2020,8.6
Health status,M,B,Bad/very bad health,2019,10.6
Health status,M,B,Bad/very bad health,2018,10.1
Health status,M,B,Bad/very bad health,2017,10
Health status,M,B,Bad/very bad health,2016,14.3
Health status,M,B,Bad/very bad health,2015,14.2
Health status,M,B,Bad/very bad health,2014,13.4
Health status,F,G,Good/very good health,2022,73.2
Health status,F,G,Good/very good health,2021,73
Health status,F,G,Good/very good health,2020,74
Health status,F,G,Good/very good health,2019,72.4
Health status,F,G,Good/very good health,2018,72.2
Health status,F,G,Good/very good health,2017,72.8
Health status,F,G,Good/very good health,2016,81.9
Health status,F,G,Good/very good health,2015,82.2
Health status,F,G,Good/very good health,2014,82.5
Health status,M,F,"Fair (not good, not bad) health",2022,15.9
Health status,M,F,"Fair (not good, not bad) health",2021,15
Health status,M,F,"Fair (not good, not bad) health",2020,13.5
Health status,M,F,"Fair (not good, not bad) health",2019,15
Health status,M,F,"Fair (not good, not bad) health",2018,15
Health status,M,F,"Fair (not good, not bad) health",2017,14.4
Health status,M,G,Good/very good health,2022,57.2
Health status,M,G,Good/very good health,2021,55.6
Health status,M,G,Good/very good health,2020,60.5
Health status,M,G,Good/very good health,2019,60.1
Health status,M,G,Good/very good health,2018,64.7
Health status,M,G,Good/very good health,2017,63
Health status,M,G,Good/very good health,2016,71.9
Health status,M,G,Good/very good health,2015,73.3
Health status,M,G,Good/very good health,2014,69.8
Health status,M,G,Good/very good health,2022,78
Health status,M,G,Good/very good health,2021,78.1
Health status,M,G,Good/very good health,2020,79.3
Health status,M,G,Good/very good health,2019,78.1
Health status,M,G,Good/very good health,2018,77.3
Health status,M,G,Good/very good health,2017,79.1
Health status,M,G,Good/very good health,2016,88.8
Health status,M,G,Good/very good health,2015,87.9
Health status,M,G,Good/very good health,2014,89
Health status,F,F,"Fair (not good, not bad) health",2022,14.7
Health status,F,F,"Fair (not good, not bad) health",2021,14.1
Health status,F,F,"Fair (not good, not bad) health",2020,15.5
Health status,F,F,"Fair (not good, not bad) health",2019,15.3
Health status,F,F,"Fair (not good, not bad) health",2018,15.5
Health status,F,F,"Fair (not good, not bad) health",2017,15.4
Health status,F,G,Good/very good health,2022,76.1
Health status,F,G,Good/very good health,2021,76.4
Health status,F,G,Good/very good health,2020,77.6
Health status,F,G,Good/very good health,2019,77.7
Health status,M,F,"Fair (not good, not bad) health",2016,19.5
Health status,M,G,Good/very good health,2023,85.3
Health status,M,B,Bad/very bad health,2018,5.5
Health status,M,B,Bad/very bad health,2017,4.6
Health status,M,B,Bad/very bad health,2016,6.1
Health status,M,B,Bad/very bad health,2015,10.5
Health status,M,B,Bad/very bad health,2014,10.3
Health status,M,G,Good/very good health,2023,65.6
Health status,M,G,Good/very good health,2022,65.8
Health status,M,G,Good/very good health,2021,66
Health status,M,G,Good/very good health,2019,66
Health status,M,G,Good/very good health,2018,65.4
Health status,M,G,Good/very good health,2017,70.4
Health status,M,G,Good/very good health,2016,63.5
Health status,M,G,Good/very good health,2015,56.3
Health status,M,G,Good/very good health,2014,59.4
Health status,M,B,Bad/very bad health,2023,5.2
Health status,M,B,Bad/very bad health,2022,5.5
Health status,M,B,Bad/very bad health,2021,7.1
Health status,M,B,Bad/very bad health,2019,5.7
Health status,M,F,"Fair (not good, not bad) health",2015,20.6
Health status,M,F,"Fair (not good, not bad) health",2014,18.1
Health status,F,G,Good/very good health,2023,81.2
Health status,F,G,Good/very good health,2022,80.1
Health status,F,G,Good/very good health,2021,82
Health status,F,G,Good/very good health,2019,81.6
Health status,F,G,Good/very good health,2018,83.8
Health status,F,G,Good/very good health,2017,87
Health status,F,G,Good/very good health,2016,80.4
Health status,F,G,Good/very good health,2015,77
Health status,F,G,Good/very good health,2014,79.9
Health status,F,F,"Fair (not good, not bad) health",2023,21.5
Health status,F,F,"Fair (not good, not bad) health",2022,21.6
Health status,F,F,"Fair (not good, not bad) health",2021,20.1
Health status,F,F,"Fair (not good, not bad) health",2019,21.9
Health status,F,F,"Fair (not good, not bad) health",2018,21.6
Health status,F,F,"Fair (not good, not bad) health",2017,19
Health status,F,F,"Fair (not good, not bad) health",2016,23.1
Health status,F,F,"Fair (not good, not bad) health",2015,23.3
Health status,F,F,"Fair (not good, not bad) health",2014,21.8
Health status,M,G,Good/very good health,2023,83.9
Health status,M,G,Good/very good health,2022,82
Health status,M,G,Good/very good health,2021,84.1
Health status,M,G,Good/very good health,2019,83.2
Health status,M,G,Good/very good health,2018,85.3
Health status,M,G,Good/very good health,2017,88.6
Health status,M,G,Good/very good health,2016,83.3
Health status,M,G,Good/very good health,2015,79.8
Health status,M,G,Good/very good health,2014,81.5
Health status,M,G,Good/very good health,2022,84.8
Health status,M,G,Good/very good health,2021,86.1
Health status,M,G,Good/very good health,2019,86.5
Health status,M,G,Good/very good health,2018,86.7
Health status,M,G,Good/very good health,2017,89.3
Health status,M,G,Good/very good health,2016,86.6
Health status,M,G,Good/very good health,2015,81.4
Health status,M,G,Good/very good health,2014,86
Health status,F,B,Bad/very bad health,2023,7
Health status,F,B,Bad/very bad health,2022,7.8
Health status,F,B,Bad/very bad health,2021,9
Health status,F,B,Bad/very bad health,2019,8.2
Health status,F,B,Bad/very bad health,2018,7.9
Health status,F,B,Bad/very bad health,2017,6.9
Health status,F,B,Bad/very bad health,2016,9.2
Health status,F,B,Bad/very bad health,2015,14.2
Health status,F,B,Bad/very bad health,2014,13.7
Health status,F,G,Good/very good health,2023,71.5
Health status,F,G,Good/very good health,2022,70.6
Health status,F,G,Good/very good health,2021,71
Health status,F,G,Good/very good health,2019,69.9
Health status,F,G,Good/very good health,2018,70.5
Health status,F,G,Good/very good health,2017,74.1
Health status,F,G,Good/very good health,2016,67.7
Health status,F,G,Good/very good health,2015,62.6
Health status,F,G,Good/very good health,2014,64.5
Health status,F,G,Good/very good health,2023,56.9
Health status,F,G,Good/very good health,2022,57.2
Health status,F,G,Good/very good health,2021,56.6
Health status,F,G,Good/very good health,2019,55
Health status,F,G,Good/very good health,2018,55.8
Health status,F,G,Good/very good health,2017,59.9
Health status,F,G,Good/very good health,2016,52.9
Health status,F,G,Good/very good health,2015,45.6
Health status,F,G,Good/very good health,2014,47.2
Health status,M,G,Good/very good health,2023,76.3
Health status,M,G,Good/very good health,2022,75.3
Health status,M,G,Good/very good health,2021,76.2
Health status,M,G,Good/very good health,2019,76
Health status,M,G,Good/very good health,2018,76.3
Health status,M,G,Good/very good health,2017,80.1
Health status,M,G,Good/very good health,2016,74.3
Health status,M,G,Good/very good health,2015,68.9
Health status,M,G,Good/very good health,2014,71.7
Health status,F,G,Good/very good health,2023,85.2
Health status,F,G,Good/very good health,2022,83.6
Health status,F,G,Good/very good health,2021,84.2
Health status,F,G,Good/very good health,2019,86.2
Health status,F,G,Good/very good health,2018,85.9
Health status,F,G,Good/very good health,2017,90.1
Health status,F,G,Good/very good health,2016,86.4
Health status,F,G,Good/very good health,2015,82.9
Health status,F,G,Good/very good health,2014,85.7
Health status,M,F,"Fair (not good, not bad) health",2023,18.5
Health status,M,F,"Fair (not good, not bad) health",2022,19.3
Health status,M,F,"Fair (not good, not bad) health",2021,16.7
Health status,M,F,"Fair (not good, not bad) health",2019,18.3
Health status,M,F,"Fair (not good, not bad) health",2018,18.1
Health status,M,B,Bad/very bad health,2019,12.5
Health status,M,B,Bad/very bad health,2016,13
Health status,F,F,"Fair (not good, not bad) health",2019,49
Health status,F,F,"Fair (not good, not bad) health",2016,49.5
Health status,M,G,Good/very good health,2022,38.4
Health status,M,G,Good/very good health,2019,38
Health status,M,G,Good/very good health,2016,37
Health status,F,G,Good/very good health,2022,41.7
Health status,F,G,Good/very good health,2019,41.4
Health status,F,G,Good/very good health,2016,40.1
Health status,F,B,Bad/very bad health,2022,14.1
Health status,F,B,Bad/very bad health,2019,14.6
Health status,F,B,Bad/very bad health,2016,15.2
Health status,M,G,Good/very good health,2022,33.9
Health status,M,G,Good/very good health,2019,33.5
Health status,M,G,Good/very good health,2016,32.9
Health status,M,G,Good/very good health,2022,25.5
Health status,M,G,Good/very good health,2019,26
Health status,M,G,Good/very good health,2016,24.5
Health status,F,F,"Fair (not good, not bad) health",2022,48.7
Health status,M,F,"Fair (not good, not bad) health",2022,47.7
Health status,M,F,"Fair (not good, not bad) health",2019,48.4
Health status,M,F,"Fair (not good, not bad) health",2016,48.9
Health status,F,G,Good/very good health,2022,21.1
